prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,norm_only_semantics
pos,orig,0,7.668009857297875e-06,114248,agrada,7.6278947744867764e-06,76731,9.551221410220023e-06,78388, Forbes,7.963523785292637e-06,21319,0.0014594629140170024,False
pos,orig,1,7.746301889710594e-06,83673,此之前,7.624733370903414e-06,78172,3.591292261262424e-05,117577,随着时间的,6.3852203311398625e-06,106575,0.024959662075381795,False
pos,orig,2,7.966142220539041e-06,117577,随着时间的,7.62348508942523e-06,69365,6.23476444161497e-05,117577,随着时间的,6.097747245803475e-06,98935,0.053534103876718656,False
pos,orig,3,8.016986612346955e-06,73790, hétérogènes,7.60896227802732e-06,81897,0.0001704813475953415,117577,随着时间的,4.328218892624136e-06,108087,0.18254975938194085,False
pos,orig,4,8.058075763983652e-06,68637, quelcon,7.6084165812062565e-06,80076,7.915031164884567e-05,68637, quelcon,5.1229121709184255e-06,101466,0.12620669511542695,False
pos,orig,5,8.217075446736999e-06,26570,народ,7.633433597220574e-06,62709,6.746809958713129e-05,26570,народ,6.299453616520623e-06,83792,0.09145251627148034,False
pos,orig,6,8.2751466834452e-06,26570,народ,7.569517947558779e-06,93444,5.7901914260583e-05,26570,народ,5.21947458764771e-06,107437,0.08431982604766869,False
pos,orig,7,8.404962500208057e-06,68637, quelcon,7.577148153359303e-06,85749,6.243419193197042e-05,26570,народ,6.048268460290274e-06,88250,0.09317676058445247,False
pos,orig,8,8.576753316447139e-06,68637, quelcon,7.496090347558493e-06,106217,5.6709486671024933e-05,68637, quelcon,5.118624358146917e-06,106275,0.09388174971708615,False
pos,orig,9,8.721875929040834e-06,8617, simply,7.509592705901014e-06,99303,5.978608169243671e-05,8617, simply,5.248560228210408e-06,102057,0.10227737303967749,False
pos,orig,10,8.888674528861884e-06,73790, hétérogènes,7.486961294489447e-06,97456,8.650385279906914e-05,73790, hétérogènes,4.9732334446161985e-06,98780,0.14531219405519796,False
pos,orig,11,9.053707799466792e-06,8617, simply,7.664844815735705e-06,56513,8.95772100193426e-05,128129,从那以后,7.086192454153206e-06,61341,0.13885178401360904,False
pos,orig,12,9.387451427755877e-06,8617, simply,7.4612894422898535e-06,101149,0.0001520995720056817,8617, simply,4.800898295798106e-06,102877,0.14038609498653454,False
pos,orig,13,9.322890036855824e-06,8617, simply,7.548534085799474e-06,82990,8.851553866406903e-05,8617, simply,5.730298198614037e-06,90290,0.11117879733845634,False
pos,orig,14,9.01546809473075e-06,85588,стен,7.546944743808126e-06,82142,8.969272312242538e-05,85588,стен,5.562862497754395e-06,85799,0.16180383617366195,False
pos,orig,15,9.254628821508959e-06,107291,luš,7.398019988613669e-06,105545,9.532264084555209e-05,107291,luš,4.223160885885591e-06,108792,0.15886133125547178,False
pos,orig,16,9.547305126034189e-06,107291,luš,7.444783022947377e-06,96578,0.00011140952119603753,107291,luš,4.81085226056166e-06,101198,0.1440679748186153,False
pos,orig,17,9.68040603765985e-06,107291,luš,7.373309472313849e-06,104708,0.00014023327094037086,107291,luš,4.197592261334648e-06,104467,0.1933910727400424,False
pos,orig,18,9.892200068861712e-06,107291,luš,7.690863640164025e-06,55221,0.00015344007988460362,107291,luš,7.644356628588866e-06,49603,0.20368715809924617,False
pos,orig,19,1.0640264918038156e-05,107291,luš,7.464038844773313e-06,87513,0.00022749359777662903,107291,luš,5.55441101823817e-06,81910,0.18714952137059207,False
pos,orig,20,1.0691656825656537e-05,107291,luš,7.365097189904191e-06,94344,0.0001694130914984271,107291,luš,4.816880391445011e-06,90800,0.2099074911091463,False
pos,orig,21,1.124704704125179e-05,8617, simply,7.5543571256275754e-06,72729,0.0002302979992236942,8617, simply,6.334975751087768e-06,69133,0.1792677499620318,False
pos,orig,22,1.1161047041241545e-05,50907,ว่า,7.57876750867581e-06,68836,0.00022351148072630167,8617, simply,7.049512078083353e-06,57905,0.18514026955839324,False
pos,orig,23,1.1424087460909504e-05,109769,-на,8.044854439503979e-06,25653,0.0001997815998038277,109769,-на,1.1363964404154103e-05,20025,0.18081325055617906,False
pos,orig,24,1.242666803591419e-05,109769,-на,8.394003998546395e-06,12388,0.0002450617612339556,109769,-на,1.42103399412008e-05,10294,0.18326944228230763,False
